Protein	Entry	Protein.description	Gene.names	Gene	Mitochondrion	Annotation..general.	AgingAnnotation..elife.paper.	ENSG	name	type	description	r_CTR_lower	r_CTR	r_CTR_upper	r_PAD_lower	r_PAD	r_PAD_upper	diff	r_CTR_pval	r_PAD_pval	group
RNT2_HUMAN	O00584	Ribonuclease T2 (EC 4.6.1.19) (Ribonuclease 6)	RNASET2 RNASE6PL	RNASET2	TRUE	Other	Others	ENSG00000026297	RNASET2	protein_coding	ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]	-0.9244036408	-0.2284730395	 0.8188529200	-0.8975972296	-7.367741e-02	 8.648040e-01	 0	7.116501e-01	0.9062759427	
RPR1A_HUMAN	Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein)	RPRD1A P15RS	RPRD1A	FALSE	Other	Others	ENSG00000141425	RPRD1A	protein_coding	regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]	-0.5476952201	-0.0241268927	 0.5130198980	-0.6307212521	-1.964302e-01	 3.315596e-01	 0	9.347511e-01	0.4659189398	
RPRD2_HUMAN	Q5VT52	Regulation of nuclear pre-mRNA domain-containing protein 2	RPRD2 KIAA0460 HSPC099	RPRD2	FALSE	Other	Others	ENSG00000163125	RPRD2	protein_coding	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]	-0.6535988725	-0.3397914531	 0.0737085421	-0.6178746941	-2.946898e-01	 1.136779e-01	 0	1.042640e-01	0.1527178189	
RRAS_HUMAN	P10301	Ras-related protein R-Ras (EC 3.6.5.-) (p23)	RRAS	RRAS	FALSE	Other	Others	ENSG00000126458	RRAS	protein_coding	RAS related [Source:HGNC Symbol;Acc:HGNC:10447]	-0.3101096829	 0.0712053298	 0.4327852888	-0.4934191360	-1.685476e-01	 1.975935e-01	 0	7.188005e-01	0.3647362153	
RRAS2_HUMAN	P62070	Ras-related protein R-Ras2 (EC 3.6.5.-) (Ras-like protein TC21) (Teratocarcinoma oncogene)	RRAS2 TC21	RRAS2	FALSE	Other	Others	ENSG00000133818	RRAS2	protein_coding	RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]	-0.3583678306	 0.0169791955	 0.3876008487	-0.4158857436	-7.218285e-02	 2.895635e-01	 0	9.316610e-01	0.6995814814	
RSU1_HUMAN	Q15404	Ras suppressor protein 1 (RSP-1) (Rsu-1)	RSU1 RSP1	RSU1	FALSE	Other	Others	ENSG00000148484	RSU1	protein_coding	Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]	-0.2214366890	 0.1652958090	 0.5071008176	-0.1841378797	 1.820827e-01	 5.039109e-01	 0	4.005776e-01	0.3269085123	
RTCA_HUMAN	O00442	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1)	RTCA RPC RPC1 RTC1 RTCD1	RTCA	FALSE	Other	Others	ENSG00000137996	RTCA	protein_coding	RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]	-0.3281866764	 0.0511534195	 0.4162858815	-0.4110864125	-6.642155e-02	 2.948583e-01	 0	7.960159e-01	0.7225787176	
RTCB_HUMAN	Q9Y3I0	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	RTCB C22orf28 HSPC117	RTCB	FALSE	Other	Others	ENSG00000100220	RTCB	protein_coding	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]	-0.3994432701	-0.0309836149	 0.3460939073	-0.2202038652	 1.454883e-01	 4.753243e-01	 0	8.756292e-01	0.4348466329	
RTN1_HUMAN	Q16799	Reticulon-1 (Neuroendocrine-specific protein)	RTN1 NSP	RTN1	FALSE	Other	Others	ENSG00000139970	RTN1	protein_coding	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]	-0.9968672162	-0.8534564513	 0.5987661684	-0.8353805148	-7.396416e-02	 7.846999e-01	 0	1.465435e-01	0.8892560705	
RTN2_HUMAN	O75298	Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI)	RTN2 NSPL1	RTN2	FALSE	Other	Others	ENSG00000125744	RTN2	protein_coding	reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]	-0.4512064598	-0.0939434808	 0.2892718911	-0.5878131279	-2.948956e-01	 6.638093e-02	 0	6.344362e-01	0.1072925935	
RTN4_HUMAN	Q9NQC3	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)	RTN4 KIAA0886 NOGO My043 SP1507	RTN4	FALSE	Other	Others	ENSG00000115310	RTN4	protein_coding	reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]	-0.5172538460	-0.1786524612	 0.2083084577	-0.5448612431	-2.361050e-01	 1.290299e-01	 0	3.630400e-01	0.2009938498	
RUFY3_HUMAN	Q7L099	Protein RUFY3 (RUN and FYVE domain-containing protein 3) (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein) (Singar)	RUFY3 KIAA0871	RUFY3	FALSE	Other	Others	ENSG00000018189	RUFY3	protein_coding	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]	-0.3053548165	 0.1222325117	 0.5087990962	-0.2837194261	 1.164278e-01	 4.820405e-01	 0	5.784800e-01	0.5711200806	
RWDD1_HUMAN	Q9H446	RWD domain-containing protein 1 (DRG family-regulatory protein 2)	RWDD1 DFRP2 CGI-24 PTD013	RWDD1	FALSE	Other	Others	ENSG00000111832	RWDD1	protein_coding	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	-0.7086397275	-0.4561614571	-0.1001239551	-0.3050043297	 5.531385e-02	 4.017791e-01	 1	1.469616e-02	0.7675777481	PAD_ns_CTR_neg
RYR3_HUMAN	Q15413	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)	RYR3 HBRR	RYR3	FALSE	Other	Others	ENSG00000198838	RYR3	protein_coding	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]	-0.5055421427	-0.1632563614	 0.2234289978	-0.3363344385	 2.044188e-02	 3.720868e-01	 0	4.064958e-01	0.9130838365	
S23IP_HUMAN	Q9Y6Y8	SEC23-interacting protein (p125)	SEC23IP MSTP053	SEC23IP	FALSE	Other	Others	ENSG00000107651	SEC23IP	protein_coding	SEC23 interacting protein [Source:HGNC Symbol;Acc:HGNC:17018]	-0.3351587953	 0.0433369913	 0.4097884473	-0.4364201341	-9.709488e-02	 2.664110e-01	 0	8.266771e-01	0.6033310358	
S61A1_HUMAN	P61619	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)	SEC61A1 SEC61A	SEC61A1	FALSE	Other	Others	ENSG00000058262	SEC61A1	protein_coding	SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]	-0.5252963703	-0.0933629754	 0.3768261242	-0.4024389376	 4.876656e-02	 4.809092e-01	 0	7.038238e-01	0.8382216082	
SAC1_HUMAN	Q9NTJ5	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L KIAA0851 SAC1	SACM1L	FALSE	Other	Others	ENSG00000211456	SACM1L	protein_coding	SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]	-0.2246308319	 0.1620244913	 0.5045995862	-0.3205895769	 3.807588e-02	 3.871921e-01	 0	4.100941e-01	0.8388543332	
SC11A_HUMAN	P67812	Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)	SEC11A SEC11L1 SPC18 SPCS4A	SEC11A	FALSE	Other	Others	ENSG00000140612	SEC11A	protein_coding	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]	-0.5069326315	-0.0524840446	 0.4247948755	-0.2558290883	 1.976902e-01	 5.798891e-01	 0	8.361451e-01	0.3903509248	
SC16A_HUMAN	O15027	Protein transport protein Sec16A (SEC16 homolog A) (p250)	SEC16A KIAA0310 SEC16 SEC16L	SEC16A	FALSE	Other	Others	ENSG00000148396	SEC16A	protein_coding	SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]	-0.3206244743	 0.0950682549	 0.4800547585	-0.0607599776	 3.425960e-01	 6.497677e-01	 0	6.585776e-01	0.0936491792	
SC22B_HUMAN	O75396	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)	SEC22B SEC22L1	SEC22B	FALSE	Other	Others	ENSG00000265808	SEC22B	protein_coding	SEC22 homolog B, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:10700]	-0.6114788650	-0.3088622716	 0.0725777463	-0.4292415659	-8.833733e-02	 2.745981e-01	 0	1.097730e-01	0.6365304955	
SC23A_HUMAN	Q15436	Protein transport protein Sec23A (hSec23A) (SEC23-related protein A)	SEC23A	SEC23A	FALSE	Other	Others	ENSG00000100934	SEC23A	protein_coding	SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]	-0.2038909333	 0.1831150050	 0.5206249294	-0.3204267325	 3.825710e-02	 3.873463e-01	 0	3.509767e-01	0.8380973899	
SC24B_HUMAN	O95487	Protein transport protein Sec24B (SEC24-related protein B)	SEC24B	SEC24B	FALSE	Other	Others	ENSG00000138802	SEC24B	protein_coding	SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]	-0.2616443450	 0.1234865323	 0.4746943056	-0.3808276730	-3.061941e-02	 3.272715e-01	 0	5.312878e-01	0.8701137850	
SC24C_HUMAN	P53992	Protein transport protein Sec24C (SEC24-related protein C)	SEC24C KIAA0079	SEC24C	FALSE	Other	Others	ENSG00000176986	SEC24C	protein_coding	SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]	-0.3500084311	 0.0265332053	 0.3956931959	-0.2689136099	 9.442387e-02	 4.342353e-01	 0	8.933847e-01	0.6133785500	
SC31A_HUMAN	O94979	Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334	SEC31A	FALSE	Other	Others	ENSG00000138674	SEC31A	protein_coding	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]	-0.0007428310	 0.3724373123	 0.6545640296	-0.3832742329	-3.348117e-02	 3.247112e-01	-1	5.096545e-02	0.8580911618	
SCAM1_HUMAN	O15126	Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1)	SCAMP1 SCAMP	SCAMP1	FALSE	Other	Others	ENSG00000085365	SCAMP1	protein_coding	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	 0.2272099018	 0.6762638275	 0.8881608155	-0.6523489242	-2.103945e-01	 3.383330e-01	-1	7.919811e-03	0.4516611994	CTR_pos_PAD_ns
SCAM3_HUMAN	O14828	Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3)	SCAMP3 C1orf3 PROPIN1	SCAMP3	FALSE	Other	Others	ENSG00000116521	SCAMP3	protein_coding	secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]	-0.2737417938	 0.9327394265	 0.9986198879	-0.7096707195	 4.616323e-01	 9.549600e-01	 0	6.726057e-02	0.4338316217	
SCLY_HUMAN	Q96I15	Selenocysteine lyase (hSCL) (EC 4.4.1.16)	SCLY SCL	SCLY	FALSE	Other	Others	ENSG00000132330	SCLY	protein_coding	selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]	-0.2660493759	 0.1188213940	 0.4710183068	-0.5421013826	-2.324032e-01	 1.328795e-01	 0	5.470293e-01	0.2083545801	
SCN1B_HUMAN	Q07699	Sodium channel subunit beta-1	SCN1B	SCN1B	FALSE	Other	Others	ENSG00000105711	SCN1B	protein_coding	sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]	-0.4200190696	 0.0422506507	 0.4871119481	-0.4204974363	 2.705833e-02	 4.640230e-01	 0	8.636425e-01	0.9098426661	
SCN4A_HUMAN	P35499	Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)	SCN4A	SCN4A	FALSE	Other	Others	ENSG00000007314	SCN4A	protein_coding	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	-0.6234696629	-0.3262880308	 0.0532739663	-0.5549204162	-2.496738e-01	 1.148248e-01	 0	9.015655e-02	0.1755560161	
SCRB2_HUMAN	Q14108	Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36)	SCARB2 CD36L2 LIMP2 LIMPII	SCARB2	FALSE	Other	Others	ENSG00000138760	SCARB2	protein_coding	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]	-0.4160055902	-0.0508153027	 0.3284891284	-0.5005754816	-1.777665e-01	 1.884436e-01	 0	7.973364e-01	0.3386994864	
SCRIB_HUMAN	Q14160	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL	SCRIB	FALSE	Other	Others	ENSG00000180900	SCRIB	protein_coding	scribble planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]	-0.3192459823	 0.0611092617	 0.4245080621	 0.0288162441	 3.792836e-01	 6.467090e-01	 0	7.573931e-01	0.0353495199	
SCRN1_HUMAN	Q12765	Secernin-1	SCRN1 KIAA0193	SCRN1	FALSE	Other	Others	ENSG00000136193	SCRN1	protein_coding	secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]	 0.0010216518	 0.3739560453	 0.6555713484	-0.3239191222	 3.436537e-02	 3.840292e-01	 0	4.995363e-02	0.8543826966	
SCRN2_HUMAN	Q96FV2	Secernin-2	SCRN2	SCRN2	FALSE	Other	Others	ENSG00000141295	SCRN2	protein_coding	secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]	-0.4072205072	-0.0402600732	 0.3378920290	-0.4568880397	-1.223567e-01	 2.424971e-01	 0	8.388180e-01	0.5119987939	
SCRN3_HUMAN	Q0VDG4	Secernin-3	SCRN3	SCRN3	FALSE	Other	Others	ENSG00000144306	SCRN3	protein_coding	secernin 3 [Source:HGNC Symbol;Acc:HGNC:30382]	-0.3374695531	 0.0407361414	 0.4076182049	-0.3380124771	 1.854932e-02	 3.704545e-01	 0	8.369371e-01	0.9211045790	
SCYL2_HUMAN	Q6P3W7	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	SCYL2 CVAK104 KIAA1360	SCYL2	FALSE	Other	Others	ENSG00000136021	SCYL2	protein_coding	SCY1 like pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:19286]	-0.7963916315	-0.4603198606	 0.0929650899	-0.5069146176	 7.224146e-03	 5.175716e-01	 0	9.766016e-02	0.9796148907	
SDSL_HUMAN	Q96GA7	Serine dehydratase-like (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (Serine dehydratase 2) (SDH 2) (EC 4.3.1.17)	SDSL	SDSL	FALSE	Other	Others	ENSG00000139410	SDSL	protein_coding	serine dehydratase like [Source:HGNC Symbol;Acc:HGNC:30404]	-0.2716132042	 0.2082930356	 0.6052412737	-0.5116975313	-8.942611e-02	 3.676434e-01	 0	3.921453e-01	0.7077144890	
SE1L1_HUMAN	Q9UBV2	Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L)	SEL1L TSA305 UNQ128/PRO1063	SEL1L	FALSE	Other	Others	ENSG00000071537	SEL1L	protein_coding	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717]	-0.4232959782	-0.0596370495	 0.3205723600	-0.3188907414	 3.996529e-02	 3.887995e-01	 0	7.630710e-01	0.8309696049	
SEC62_HUMAN	Q99442	Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)	SEC62 TLOC1	SEC62	FALSE	Other	Others	ENSG00000008952	SEC62	protein_coding	SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]	-0.4802208251	 0.2700156414	 0.7920961027	-0.5727360016	 8.897585e-02	 6.804806e-01	 0	4.822625e-01	0.8068988912	
SELS_HUMAN	Q9BQE4	Selenoprotein S (SelS) (VCP-interacting membrane protein)	SELENOS SELS VIMP AD-015 SBBI8	SELENOS	FALSE	Other	Others	ENSG00000131871	VIMP	protein_coding	selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]	-0.0057626799	 0.6608883275	 0.9208427026	-0.8715453726	-5.361062e-01	 1.411723e-01	-1	5.262238e-02	0.1101762159	
SEM3C_HUMAN	Q99985	Semaphorin-3C (Semaphorin-E) (Sema E)	SEMA3C SEMAE	SEMA3C	FALSE	Other	Others	ENSG00000075223	SEMA3C	protein_coding	semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]	-0.4758295191	-0.0115182258	 0.4578137481	-0.4166562086	 1.832695e-02	 4.464814e-01	 0	9.638199e-01	0.9371533655	
SENP8_HUMAN	Q96LD8	Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)	SENP8 DEN1 NEDP1 PRSC2 FKSG8	SENP8	FALSE	Other	Others	ENSG00000166192	SENP8	protein_coding	SUMO peptidase family member, NEDD8 specific [Source:HGNC Symbol;Acc:HGNC:22992]	-0.5141342829	-0.0781825403	 0.3898715673	-0.6309455389	-2.614130e-01	 2.047991e-01	 0	7.503778e-01	0.2655809057	
SEP15_HUMAN	O60613	Selenoprotein F (15 kDa selenoprotein)	SELENOF SEP15	SELENOF	FALSE	Other	Others	ENSG00000183291	SEP15	protein_coding	selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]	-0.4555507844	-0.0993607626	 0.2842532073	-0.3797269862	-2.933380e-02	 3.284200e-01	 0	6.149329e-01	0.8755242410	
SEPP1_HUMAN	P49908	Selenoprotein P (SeP)	SELENOP SELP SEPP1	SELENOP	FALSE	Other	Others	ENSG00000250722	SEPP1	protein_coding	selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]	-0.9266905159	 0.3144980902	 0.9795164728	-0.8606396721	-1.627601e-01	 7.475441e-01	 0	6.855019e-01	0.7580156218	
SESN1_HUMAN	Q9Y6P5	Sestrin-1 (EC 1.11.1.-) (p53-regulated protein PA26)	SESN1 PA26 SEST1	SESN1	FALSE	Other	Others	ENSG00000080546	SESN1	protein_coding	sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]	-0.4462611867	-0.0878024695	 0.2949356898	-0.3986859154	-5.164116e-02	 3.083411e-01	 0	6.568370e-01	0.7826293333	
SGT1_HUMAN	Q9Y2Z0	Protein SGT1 homolog (Protein 40-6-3) (Sgt1) (Suppressor of G2 allele of SKP1 homolog)	SUGT1	SUGT1	FALSE	Other	Others	ENSG00000165416	SUGT1	protein_coding	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]	-0.6264847624	-0.3307017700	 0.0483391017	-0.3076431003	 5.241028e-02	 3.993343e-01	 1	8.563814e-02	0.7794707206	
SH2B2_HUMAN	O14492	SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS)	SH2B2 APS	SH2B2	FALSE	Other	Others	ENSG00000160999	SH2B2	protein_coding	SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]	-0.3458113148	 0.2262875094	 0.6757357974	-0.8468905286	-5.910380e-01	-1.129826e-01	-1	4.366140e-01	0.0203250233	CTR_ns_PAD_neg
SH3G1_HUMAN	Q99961	Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1)	SH3GL1 CNSA1 SH3D2B	SH3GL1	FALSE	Other	Others	ENSG00000141985	SH3GL1	protein_coding	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]	-0.7569353280	-0.1866340122	 0.5450447366	-0.6793091242	-1.340661e-01	 5.065469e-01	 0	6.306563e-01	0.6943235309	
SH3L2_HUMAN	Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2 (Fovea-associated SH3 domain-binding protein)	SH3BGRL2 FASH3	SH3BGRL2	FALSE	Other	Others	ENSG00000198478	SH3BGRL2	protein_coding	SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]	 0.2291852067	 0.7753008051	 0.9501802918	-0.3930201643	 3.144083e-01	 7.880353e-01	 0	1.410109e-02	0.3762819484	
SHLB2_HUMAN	Q9NR46	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	SH3GLB2 KIAA1848 PP578	SH3GLB2	FALSE	Other	Others	ENSG00000148341	SH3GLB2	protein_coding	SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]	-0.4534001612	-0.0966763388	 0.2867427444	-0.3980511175	-5.088861e-02	 3.090238e-01	 0	6.245664e-01	0.7857232412	
SHOC2_HUMAN	Q9UQ13	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	SHOC2 KIAA0862	SHOC2	FALSE	Other	Others	ENSG00000108061	SHOC2	protein_coding	SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]	-0.5017505451	-0.1583074301	 0.2282501461	-0.2395438472	 1.254440e-01	 4.593654e-01	 0	4.210592e-01	0.5013263915	
SHSA4_HUMAN	Q96DD7	Protein shisa-4 (Transmembrane protein 58)	SHISA4 C1orf40 TMEM58 UNQ583/PRO1153	SHISA4	FALSE	Other	Others	ENSG00000198892	SHISA4	protein_coding	shisa family member 4 [Source:HGNC Symbol;Acc:HGNC:27139]	-0.6440415080	-0.1723600628	 0.3942762888	-0.2709345947	 2.802199e-01	 6.930045e-01	 0	5.557117e-01	0.3117343384	
SIAE_HUMAN	Q9HAT2	Sialate O-acetylesterase (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	SIAE YSG2	SIAE	FALSE	Other	Others	ENSG00000110013	SIAE	protein_coding	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	 0.0608355099	 0.4242827786	 0.6883937765	-0.1686917367	 1.974509e-01	 5.157095e-01	 0	2.443338e-02	0.2870077471	
SIAS_HUMAN	Q9NR45	Sialic acid synthase (N-acetylneuraminate synthase) (EC 2.5.1.56) (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase) (N-acetylneuraminic acid synthase)	NANS SAS	NANS	FALSE	Other	Others	ENSG00000095380	NANS	protein_coding	N-acetylneuraminate synthase [Source:HGNC Symbol;Acc:HGNC:19237]	-0.4865646129	-0.1386576588	 0.2472072967	-0.5374830784	-2.262286e-01	 1.392761e-01	 0	4.816405e-01	0.2210398468	
SIL1_HUMAN	Q9H173	Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)	SIL1 UNQ545/PRO836	SIL1	FALSE	Other	Others	ENSG00000120725	SIL1	protein_coding	SIL1 nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:24624]	-0.5351436379	-0.1069240923	 0.3650123533	-0.4272572666	 1.882224e-02	 4.575321e-01	 0	6.630668e-01	0.9372218262	
SKIV2_HUMAN	Q15477	Helicase SKI2W (Ski2) (EC 3.6.4.-) (Helicase-like protein) (HLP)	SKIV2L DDX13 SKI2W SKIV2 W	SKIV2L	FALSE	Other	Others	ENSG00000204351	SKIV2L	protein_coding	Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898]	-0.4843327996	-0.1357927180	 0.2499467979	-0.3546362605	-3.387026e-04	 3.540439e-01	 0	4.908300e-01	0.9985571733	
SKT_HUMAN	Q5T5P2	Sickle tail protein homolog	KIAA1217 SKT	KIAA1217	FALSE	Other	Others	ENSG00000120549	KIAA1217	protein_coding	KIAA1217 [Source:HGNC Symbol;Acc:HGNC:25428]	-0.4489130537	-0.0910921581	 0.2919049811	-0.4614761685	-1.280796e-01	 2.370173e-01	 0	6.447995e-01	0.4923044718	
SLFN5_HUMAN	Q08AF3	Schlafen family member 5	SLFN5	SLFN5	FALSE	Other	Others	ENSG00000166750	SLFN5	protein_coding	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]	-0.4305296849	 0.0148133031	 0.4543556953	-0.4051724291	 4.550777e-02	 4.783946e-01	 0	9.505752e-01	0.8489090382	
SMAP_HUMAN	O00193	Small acidic protein	SMAP C11orf58	SMAP	FALSE	Other	Others	ENSG00000110696	C11orf58	protein_coding	chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]	-0.4147097085	-0.0030245640	 0.4096883838	-0.4976040126	-1.365770e-01	 2.647828e-01	 0	9.890722e-01	0.5058669675	
SMAP1_HUMAN	Q8IYB5	Stromal membrane-associated protein 1	SMAP1	SMAP1	FALSE	Other	Others	ENSG00000112305	SMAP1	protein_coding	small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]	-0.3726946494	 0.2243635434	 0.6900448063	-0.8396044570	-5.890665e-01	-1.318667e-01	-1	4.611716e-01	0.0163498825	CTR_ns_PAD_neg
SMCA5_HUMAN	O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	SMARCA5 SNF2H WCRF135	SMARCA5	FALSE	Other	Others	ENSG00000153147	SMARCA5	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]	-0.6057089470	 0.0977234196	 0.7154145485	-0.8599848435	-5.023839e-01	 1.861124e-01	 0	8.024970e-01	0.1389238010	
SMCE1_HUMAN	Q969G3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)	SMARCE1 BAF57	SMARCE1	FALSE	Other	Others	ENSG00000073584	SMARCE1	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]	-0.4108129770	 0.0533514216	 0.4955521362	-0.6164259279	-2.391373e-01	 2.274533e-01	 0	8.282712e-01	0.3099037405	
