ENSG	ENSG.ver	name	type	description	logFC	P.Value	-log10(P.Val)	adj.P.Val
ENSG00000281769	ENSG00000281769.1	LINC01230	lncRNA	long intergenic non-protein coding RNA 1230 [Source:HGNC Symbol;Acc:HGNC:49686]	-0.0416	0.874	0.0585	0.956
ENSG00000199293	ENSG00000199293.1	SNORA21	snoRNA	small nucleolar RNA, H/ACA box 21 [Source:HGNC Symbol;Acc:HGNC:32611]	-0.0217	0.874	0.0585	0.956
ENSG00000243398	ENSG00000243398.3	RN7SL141P	misc_RNA	RNA, 7SL, cytoplasmic 141, pseudogene [Source:HGNC Symbol;Acc:HGNC:46157]	0.024	0.874	0.0584	0.956
ENSG00000177383	ENSG00000177383.4	MAGEF1	protein_coding	MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]	0.00902	0.874	0.0584	0.956
ENSG00000103528	ENSG00000103528.16	SYT17	protein_coding	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]	-0.0162	0.874	0.0584	0.956
ENSG00000161847	ENSG00000161847.13	RAVER1	protein_coding	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	0.0152	0.874	0.0584	0.956
ENSG00000202512	ENSG00000202512.1	RN7SKP230	misc_RNA	RN7SK pseudogene 230 [Source:HGNC Symbol;Acc:HGNC:45954]	0.03	0.874	0.0584	0.956
ENSG00000260589	ENSG00000260589.1	RP11-390B4.5	lncRNA	STAM antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49568]	-0.0166	0.874	0.0583	0.956
ENSG00000159166	ENSG00000159166.13	LAD1	protein_coding	ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]	0.0424	0.874	0.0582	0.957
ENSG00000129910	ENSG00000129910.7	CDH15	protein_coding	cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]	0.0136	0.875	0.0582	0.957
ENSG00000196352	ENSG00000196352.15	CD55	protein_coding	CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]	-0.012	0.875	0.0582	0.957
ENSG00000260391	ENSG00000260391.2	RP11-71H17.7	lncRNA	novel transcript, overlapping to KALRN	-0.136	0.875	0.0581	0.957
ENSG00000229334	ENSG00000229334.1	AC046143.3	lncRNA	novel transcript	-0.0413	0.875	0.0581	0.957
ENSG00000163449	ENSG00000163449.10	TMEM169	protein_coding	transmembrane protein 169 [Source:HGNC Symbol;Acc:HGNC:25130]	0.0252	0.875	0.0581	0.957
ENSG00000048740	ENSG00000048740.18	CELF2	protein_coding	CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]	-0.0136	0.875	0.0581	0.957
ENSG00000267784	ENSG00000267784.1	RP11-171I2.1	lncRNA	novel transcript, antisense to titin	-0.0171	0.875	0.058	0.957
ENSG00000267940	ENSG00000267940.1	RP11-290F24.6	lncRNA	novel transcript	-0.0152	0.875	0.058	0.957
ENSG00000107164	ENSG00000107164.15	FUBP3	protein_coding	far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]	0.00565	0.875	0.058	0.957
ENSG00000188916	ENSG00000188916.8	FAM196A	protein_coding	inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]	0.0517	0.875	0.058	0.957
ENSG00000255346	ENSG00000255346.9	NOX5	protein_coding	NADPH oxidase 5 [Source:HGNC Symbol;Acc:HGNC:14874]	-0.0297	0.875	0.0579	0.957
ENSG00000229677	ENSG00000229677.1	RP11-383F6.1	processed_pseudogene	ribosomal protein L17 (RPL17) pseudogene	0.03	0.875	0.0579	0.957
ENSG00000238102	ENSG00000238102.1	RP11-19D2.1	lncRNA	novel transcript	-0.0791	0.875	0.0579	0.957
ENSG00000153993	ENSG00000153993.13	SEMA3D	protein_coding	semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]	-0.0433	0.875	0.0579	0.957
ENSG00000156469	ENSG00000156469.8	MTERF3	protein_coding	mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]	-0.0114	0.875	0.0579	0.957
ENSG00000224019	ENSG00000224019.1	AC097500.1	processed_pseudogene	ribosomal protein L21 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:36978]	-0.0144	0.875	0.0578	0.957
ENSG00000101773	ENSG00000101773.18	RBBP8	protein_coding	RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]	0.0121	0.875	0.0578	0.957
ENSG00000163964	ENSG00000163964.14	PIGX	protein_coding	phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]	0.011	0.876	0.0577	0.957
ENSG00000198832	ENSG00000198832.10	RP3-412A9.11	protein_coding	selenoprotein M [Source:HGNC Symbol;Acc:HGNC:30397]	0.0154	0.876	0.0576	0.957
ENSG00000189180	ENSG00000189180.15	ZNF33A	protein_coding	zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]	0.00464	0.876	0.0576	0.957
ENSG00000134318	ENSG00000134318.13	ROCK2	protein_coding	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	-0.00688	0.876	0.0576	0.957
ENSG00000106571	ENSG00000106571.13	GLI3	protein_coding	GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]	0.0151	0.876	0.0576	0.957
ENSG00000266921	ENSG00000266921.1	RP11-15A1.7	lncRNA	ZNF230 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55316]	-0.0283	0.876	0.0575	0.957
ENSG00000245498	ENSG00000245498.6	RP11-677M14.7	lncRNA	novel transcript, antisense to C11orf61	0.0135	0.876	0.0575	0.957
ENSG00000173269	ENSG00000173269.13	MMRN2	protein_coding	multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]	-0.0115	0.876	0.0575	0.957
ENSG00000282885	ENSG00000282885.1	RP11-596C23.6	lncRNA	novel transcript	-0.0211	0.876	0.0575	0.957
ENSG00000142798	ENSG00000142798.18	HSPG2	protein_coding	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]	-0.0173	0.876	0.0575	0.957
ENSG00000234946	ENSG00000234946.1	AC066692.5	processed_pseudogene	succinate dehydrogenase complex subunit C pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45178]	-0.0242	0.876	0.0575	0.957
ENSG00000266441	ENSG00000266441.1	RP11-91I8.3	lncRNA	ARHGAP28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55320]	0.0331	0.876	0.0574	0.957
ENSG00000120526	ENSG00000120526.10	NUDCD1	protein_coding	NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]	0.00637	0.876	0.0574	0.957
ENSG00000177106	ENSG00000177106.14	EPS8L2	protein_coding	EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]	-0.0317	0.876	0.0574	0.957
ENSG00000114062	ENSG00000114062.18	UBE3A	protein_coding	ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]	0.00427	0.876	0.0573	0.957
ENSG00000178585	ENSG00000178585.14	CTNNBIP1	protein_coding	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	-0.013	0.876	0.0573	0.957
ENSG00000258670	ENSG00000258670.1	RP11-1042B17.3	lncRNA	novel transcript, antisense to C14orf39	-0.0334	0.876	0.0573	0.957
ENSG00000212802	ENSG00000212802.4	RPL15P3	processed_pseudogene	ribosomal protein L15 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21538]	0.0129	0.876	0.0573	0.957
ENSG00000143771	ENSG00000143771.11	CNIH4	protein_coding	cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]	0.0129	0.877	0.0572	0.957
ENSG00000089009	ENSG00000089009.15	RPL6	protein_coding	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]	-0.00552	0.877	0.0572	0.957
ENSG00000172086	ENSG00000172086.7	KRCC1	protein_coding	lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]	-0.00772	0.877	0.0572	0.957
ENSG00000204929	ENSG00000204929.12	AC074391.1	lncRNA	novel transcript	-0.019	0.877	0.0571	0.957
ENSG00000278978	ENSG00000278978.1	RP11-164P12.5	NA	NA	-0.0141	0.877	0.057	0.957
ENSG00000259207	ENSG00000259207.7	ITGB3	protein_coding	integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]	0.0214	0.877	0.057	0.957
ENSG00000079308	ENSG00000079308.17	TNS1	protein_coding	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	-0.0165	0.877	0.057	0.957
ENSG00000168876	ENSG00000168876.8	ANKRD49	protein_coding	ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970]	-0.00678	0.877	0.057	0.957
ENSG00000275532	ENSG00000275532.1	CTB-58E17.3	lncRNA	novel transcript, antisense to MLLT6	-0.0242	0.877	0.057	0.957
ENSG00000140307	ENSG00000140307.10	GTF2A2	protein_coding	general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]	0.00915	0.877	0.057	0.957
ENSG00000164535	ENSG00000164535.14	DAGLB	protein_coding	diacylglycerol lipase beta [Source:HGNC Symbol;Acc:HGNC:28923]	-0.00951	0.877	0.0569	0.957
ENSG00000113638	ENSG00000113638.13	TTC33	protein_coding	tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]	-0.00617	0.877	0.0569	0.957
ENSG00000107854	ENSG00000107854.5	TNKS2	protein_coding	tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]	-0.00682	0.877	0.0568	0.957
ENSG00000163191	ENSG00000163191.5	S100A11	protein_coding	S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]	0.0189	0.878	0.0567	0.958
ENSG00000110911	ENSG00000110911.15	SLC11A2	protein_coding	solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]	-0.00989	0.878	0.0567	0.958
ENSG00000067829	ENSG00000067829.18	IDH3G	protein_coding	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]	0.00539	0.878	0.0565	0.958
ENSG00000164081	ENSG00000164081.12	TEX264	protein_coding	testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]	-0.00845	0.878	0.0564	0.958
ENSG00000249119	ENSG00000249119.1	CTB-36O1.2	processed_pseudogene	MT-ND6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39467]	0.0284	0.878	0.0564	0.958
ENSG00000224959	ENSG00000224959.1	AC017002.2	NA	NA	-0.0166	0.878	0.0564	0.958
ENSG00000175970	ENSG00000175970.10	UNC119B	protein_coding	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]	-0.00668	0.878	0.0564	0.958
ENSG00000284652	ENSG00000284652.1	CTD-2510L9.2	lncRNA	novel transcript	-0.0163	0.878	0.0563	0.958
ENSG00000170525	ENSG00000170525.20	PFKFB3	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]	0.0335	0.878	0.0563	0.958
ENSG00000175711	ENSG00000175711.8	B3GNTL1	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:21727]	-0.0141	0.878	0.0563	0.958
ENSG00000247400	ENSG00000247400.3	RP11-10E18.6	lncRNA	DNAJC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:39808]	-0.0131	0.878	0.0563	0.958
ENSG00000276533	ENSG00000276533.1	RP11-139H15.5	lncRNA	novel transcript, sense intronic to RAB27A	-0.0242	0.878	0.0563	0.958
ENSG00000272993	ENSG00000272993.1	RP11-196G18.24	NA	NA	0.0185	0.879	0.0563	0.958
ENSG00000176087	ENSG00000176087.14	SLC35A4	protein_coding	solute carrier family 35 member A4 [Source:HGNC Symbol;Acc:HGNC:20753]	0.00752	0.879	0.0562	0.958
ENSG00000277386	ENSG00000277386.1	RP11-141M1.4	lncRNA	novel transcript, sense intronic to STARD13	-0.0195	0.879	0.0562	0.958
ENSG00000227694	ENSG00000227694.1	AC005884.1	processed_pseudogene	ribosomal protein L23a pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:36148]	0.019	0.879	0.0562	0.958
ENSG00000276100	ENSG00000276100.1	RF02189	misc_RNA		0.0262	0.879	0.0561	0.958
ENSG00000018610	ENSG00000018610.14	CXorf56	protein_coding	STING1 ER exit protein 1 [Source:HGNC Symbol;Acc:HGNC:26239]	-0.00904	0.879	0.0561	0.958
ENSG00000182612	ENSG00000182612.10	TSPAN10	protein_coding	tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942]	-0.0219	0.879	0.0561	0.958
ENSG00000211893	ENSG00000211893.4	IGHG2	IG_C_gene	immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526]	0.0962	0.879	0.056	0.958
ENSG00000171448	ENSG00000171448.8	ZBTB26	protein_coding	zinc finger and BTB domain containing 26 [Source:HGNC Symbol;Acc:HGNC:23383]	0.00852	0.879	0.0558	0.959
ENSG00000144591	ENSG00000144591.18	GMPPA	protein_coding	GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]	0.00562	0.879	0.0558	0.959
ENSG00000186810	ENSG00000186810.7	CXCR3	protein_coding	C-X-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:4540]	-0.0372	0.879	0.0558	0.959
ENSG00000147697	ENSG00000147697.8	GSDMC	protein_coding	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	0.0416	0.88	0.0558	0.959
ENSG00000105609	ENSG00000105609.16	LILRB5	protein_coding	leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]	0.0168	0.88	0.0558	0.959
ENSG00000092470	ENSG00000092470.11	WDR76	protein_coding	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]	-0.026	0.88	0.0557	0.959
ENSG00000271147	ENSG00000271147.7	RP4-769N13.6	lncRNA	ARMCX5-GPRASP2 readthrough [Source:HGNC Symbol;Acc:HGNC:42000]	-0.00997	0.88	0.0557	0.959
ENSG00000260644	ENSG00000260644.6	HERC2P5	transcribed_unprocessed_pseudogene	hect domain and RLD 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:4873]	-0.0524	0.88	0.0557	0.959
ENSG00000265479	ENSG00000265479.6	CTD-2192D1.1	lncRNA	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene [Source:HGNC Symbol;Acc:HGNC:42360]	-0.011	0.88	0.0556	0.959
ENSG00000274615	ENSG00000274615.1	CH17-258A22.4	unprocessed_pseudogene	aminopeptidase puromycin sensitive (NPEPPS) pseudogene	0.0501	0.88	0.0556	0.959
ENSG00000112425	ENSG00000112425.14	EPM2A	protein_coding	EPM2A glucan phosphatase, laforin [Source:HGNC Symbol;Acc:HGNC:3413]	-0.00838	0.88	0.0555	0.959
ENSG00000261740	ENSG00000261740.6	RP11-345J4.5	protein_coding	BOLA2-SMG1P6 readthrough [Source:HGNC Symbol;Acc:HGNC:53563]	0.0146	0.88	0.0555	0.959
ENSG00000204950	ENSG00000204950.3	LRRC10B	protein_coding	leucine rich repeat containing 10B [Source:HGNC Symbol;Acc:HGNC:37215]	0.0369	0.88	0.0555	0.959
ENSG00000228063	ENSG00000228063.1	RP11-135J2.4	lncRNA	LYPLAL1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50560]	-0.0201	0.88	0.0555	0.959
ENSG00000275542	ENSG00000275542.1	RP11-455O6.9	NA	NA	-0.0276	0.88	0.0555	0.959
ENSG00000106400	ENSG00000106400.11	ZNHIT1	protein_coding	zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]	0.00548	0.88	0.0555	0.959
ENSG00000124208	ENSG00000124208.16	TMEM189-UBE2V1	protein_coding	PEDS1-UBE2V1 readthrough [Source:HGNC Symbol;Acc:HGNC:33521]	-0.107	0.88	0.0555	0.959
ENSG00000036054	ENSG00000036054.12	TBC1D23	protein_coding	TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]	0.00862	0.88	0.0554	0.959
ENSG00000174059	ENSG00000174059.16	CD34	protein_coding	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	-0.012	0.88	0.0554	0.959
ENSG00000145041	ENSG00000145041.15	VPRBP	protein_coding	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]	0.00466	0.88	0.0553	0.959
ENSG00000251411	ENSG00000251411.1	RP11-397E7.4	processed_pseudogene	actin related protein 2/3 complex, subunit 1A, 41kDa (ARPC1A) pseudogene	-0.0214	0.881	0.0553	0.959
ENSG00000144840	ENSG00000144840.8	RABL3	protein_coding	RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]	0.00898	0.881	0.0551	0.959
ENSG00000270116	ENSG00000270116.1	AP001429.1	lncRNA	novel transcript, sense intronic to TTC3	0.0169	0.881	0.0551	0.959
ENSG00000258875	ENSG00000258875.5	CTD-2547L24.3	lncRNA	novel transcript, antisense to GPR68	-0.0219	0.881	0.0551	0.959
ENSG00000129566	ENSG00000129566.12	TEP1	protein_coding	telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]	-0.0177	0.881	0.0551	0.959
ENSG00000204271	ENSG00000204271.12	SPIN3	protein_coding	spindlin family member 3 [Source:HGNC Symbol;Acc:HGNC:27272]	-0.00945	0.881	0.0551	0.959
ENSG00000107643	ENSG00000107643.15	MAPK8	protein_coding	mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881]	0.00523	0.881	0.055	0.959
ENSG00000175691	ENSG00000175691.8	ZNF77	protein_coding	zinc finger protein 77 [Source:HGNC Symbol;Acc:HGNC:13150]	-0.00852	0.881	0.055	0.959
ENSG00000103876	ENSG00000103876.12	FAH	protein_coding	fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]	0.0129	0.881	0.055	0.959
ENSG00000176058	ENSG00000176058.12	TPRN	protein_coding	taperin [Source:HGNC Symbol;Acc:HGNC:26894]	-0.00953	0.881	0.0549	0.959
ENSG00000272360	ENSG00000272360.1	RP11-359I18.5	lncRNA	novel transcript	-0.0308	0.881	0.0548	0.959
ENSG00000120049	ENSG00000120049.19	KCNIP2	protein_coding	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	0.022	0.881	0.0548	0.959
ENSG00000229992	ENSG00000229992.1	RP11-330C7.2	processed_pseudogene	high mobility group box 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:39301]	-0.0129	0.881	0.0548	0.959
ENSG00000186628	ENSG00000186628.12	FSD2	protein_coding	fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]	0.00884	0.881	0.0548	0.959
ENSG00000197976	ENSG00000197976.11	AKAP17A	protein_coding	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]	-0.00509	0.881	0.0548	0.959
ENSG00000197976	ENSG00000197976.11_PAR_Y	AKAP17A	protein_coding	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]	-0.00509	0.881	0.0548	0.959
ENSG00000153187	ENSG00000153187.18	HNRNPU	protein_coding	heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]	0.00924	0.881	0.0548	0.959
ENSG00000253598	ENSG00000253598.1	SLC10A5	protein_coding	solute carrier family 10 member 5 [Source:HGNC Symbol;Acc:HGNC:22981]	0.0135	0.882	0.0548	0.959
ENSG00000274021	ENSG00000274021.1	RP11-823E8.3	lncRNA	novel transcript, antisense to DUSP6	0.0213	0.882	0.0547	0.959
ENSG00000200983	ENSG00000200983.1	SNORA3A	snoRNA	small nucleolar RNA, H/ACA box 3A [Source:HGNC Symbol;Acc:HGNC:32586]	-0.0261	0.882	0.0546	0.959
ENSG00000173145	ENSG00000173145.11	NOC3L	protein_coding	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]	-0.00546	0.882	0.0546	0.959
ENSG00000128242	ENSG00000128242.12	GAL3ST1	protein_coding	galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]	-0.0377	0.882	0.0546	0.959
ENSG00000230578	ENSG00000230578.3	RP13-228J13.5	transcribed_unprocessed_pseudogene	trimethyllysine hydroxylase, epsilon (TMLHE) pseudogene	0.0692	0.882	0.0546	0.959
ENSG00000267053	ENSG00000267053.6	CTD-3162L10.1	lncRNA	novel transcript	0.0372	0.882	0.0546	0.959
ENSG00000099385	ENSG00000099385.11	BCL7C	protein_coding	BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]	-0.00629	0.882	0.0546	0.959
ENSG00000144031	ENSG00000144031.11	ANKRD53	protein_coding	ankyrin repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:25691]	-0.032	0.882	0.0545	0.959
ENSG00000145919	ENSG00000145919.10	BOD1	protein_coding	biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114]	0.00654	0.882	0.0545	0.959
ENSG00000147535	ENSG00000147535.16	PLPP5	protein_coding	phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026]	0.0126	0.882	0.0545	0.959
ENSG00000251169	ENSG00000251169.2	AC005355.2	lncRNA	long intergenic non-protein coding RNA 1843 [Source:HGNC Symbol;Acc:HGNC:52659]	0.0265	0.882	0.0545	0.959
ENSG00000224331	ENSG00000224331.2	AC019181.3	processed_pseudogene	pseudogene similar to part of ribosomal protein L10 (RPL10)	0.0258	0.882	0.0544	0.959
ENSG00000049249	ENSG00000049249.8	TNFRSF9	protein_coding	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	0.0316	0.882	0.0544	0.959
ENSG00000283380	ENSG00000283380.1	RP11-274G22.1	lncRNA	novel transcript	0.0362	0.882	0.0544	0.959
ENSG00000225889	ENSG00000225889.7	AC074289.1	lncRNA	novel transcript, antisense to PELI1	0.02	0.882	0.0543	0.959
ENSG00000088247	ENSG00000088247.17	KHSRP	protein_coding	KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]	0.00801	0.883	0.0542	0.959
ENSG00000172466	ENSG00000172466.15	ZNF24	protein_coding	zinc finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13032]	-0.0048	0.883	0.0542	0.959
ENSG00000185684	ENSG00000185684.14	EP400NL	transcribed_unprocessed_pseudogene	EP400 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26602]	0.0136	0.883	0.0542	0.959
ENSG00000240823	ENSG00000240823.3	RN7SL23P	misc_RNA	RNA, 7SL, cytoplasmic 23, pseudogene [Source:HGNC Symbol;Acc:HGNC:46039]	0.0192	0.883	0.0542	0.959
ENSG00000163877	ENSG00000163877.10	SNIP1	protein_coding	Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]	-0.0054	0.883	0.0542	0.959
ENSG00000271789	ENSG00000271789.1	RP5-1112D6.7	lncRNA	novel transcript	0.0135	0.883	0.0542	0.959
ENSG00000173040	ENSG00000173040.12	EVC2	protein_coding	EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]	0.0113	0.883	0.0542	0.959
ENSG00000241343	ENSG00000241343.9	RPL36A	protein_coding	ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]	-0.0068	0.883	0.054	0.96
ENSG00000176593	ENSG00000176593.7	CTD-2368P22.1	lncRNA	novel transcript, antisense to ZNF606	-0.0167	0.883	0.054	0.96
ENSG00000161800	ENSG00000161800.12	RACGAP1	protein_coding	Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]	-0.0105	0.883	0.054	0.96
ENSG00000126432	ENSG00000126432.13	PRDX5	protein_coding	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	-0.00747	0.883	0.054	0.96
ENSG00000259774	ENSG00000259774.1	RP11-182J1.13	lncRNA	novel transcript	0.039	0.883	0.0539	0.96
ENSG00000226049	ENSG00000226049.3	TLK2P1	processed_pseudogene	tousled like kinase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18048]	-0.0167	0.883	0.0539	0.96
ENSG00000148773	ENSG00000148773.13	MKI67	protein_coding	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	-0.0431	0.883	0.0538	0.96
ENSG00000277200	ENSG00000277200.1	RP11-74E22.8	lncRNA	novel transcript	0.0293	0.884	0.0538	0.96
ENSG00000187950	ENSG00000187950.8	OVCH1	protein_coding	ovochymase 1 [Source:HGNC Symbol;Acc:HGNC:23080]	0.0209	0.884	0.0538	0.96
ENSG00000285437	ENSG00000285437.1	POLR2J3	protein_coding	RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]	0.0174	0.884	0.0538	0.96
ENSG00000111752	ENSG00000111752.10	PHC1	protein_coding	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]	0.00902	0.884	0.0537	0.96
ENSG00000073711	ENSG00000073711.10	PPP2R3A	protein_coding	protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]	-0.00746	0.884	0.0537	0.96
ENSG00000182095	ENSG00000182095.14	TNRC18	protein_coding	trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]	-0.0113	0.884	0.0537	0.96
ENSG00000261251	ENSG00000261251.1	RP3-388M5.9	lncRNA	EFCAB6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55371]	0.0166	0.884	0.0537	0.96
ENSG00000235530	ENSG00000235530.6	AC087294.2	lncRNA	novel transcript, antisense to TMEM11	0.0149	0.884	0.0537	0.96
ENSG00000156599	ENSG00000156599.10	ZDHHC5	protein_coding	zinc finger DHHC-type palmitoyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:18472]	-0.00661	0.884	0.0537	0.96
ENSG00000000003	ENSG00000000003.14	TSPAN6	protein_coding	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	0.00812	0.884	0.0537	0.96
ENSG00000050628	ENSG00000050628.20	PTGER3	protein_coding	prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]	0.0302	0.884	0.0536	0.96
ENSG00000214941	ENSG00000214941.7	ZSWIM7	protein_coding	zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]	-0.0126	0.884	0.0536	0.96
ENSG00000162761	ENSG00000162761.14	LMX1A	protein_coding	LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653]	0.0236	0.884	0.0535	0.96
